Reviewer,Rating,Review Text
Gaby V,4,"Reading a lot of reviews saying that nothing new is added, but I don’t think that’s true. I love that Prince Eric gets more depth and back story. The Caribbean vibe of the town is wonderful. Ariel’s sisters cleaning up the coral reef after yet another shipwreck. And that shipwreck scene was done so well! The acting and singing is amazing. Even Vanessa’s short time on screen stands out. The Little Mermaid stays true to the original with a few updates that just make sense (Eric and Ariel really are a true match “written in the stars”). Love it. I want to see it again in imax to really appreciate the vibrant scenes (yea it was a little dark in parts, but also the depths of the ocean are pretty dark, especially at night so…). All in all this is a film my daughters and I will definitely watch again and again. They said Sebastian and Scuttle were very funny!"
Deborah,5,Everything Well done enjoyed it very much
Nathaniel  J,5,Beautifully done !!!! Bravo 👏🏾👏🏾👏🏾👏🏾🧜🏾‍♀️🧜🏾‍♀️🧜🏾‍♀️
Kit,5,"Incredible retelling. Its beautiful, stunning, and a musical delight. Halle Bailey is a perfect Ariel, Melissa is Marvelously malicious, and Jonah is swoon worthy. Everyone shines in the best Disney live action remake to date. Everything i loved about the original mixed with cute new things. I cried. Go see this movie!!!"
Brandie,5,"Truly a beautiful and emotionally moving film that gives you such a sense of nostalgia with so much story and depth with this new movie. You can sit and listen to Halle sing all day, Jonah also! They were both beautiful as Ariel & Eric with great chemistry. Ursula, Triton, & even Sebastian were all captivating! The entire cast was perfect! 🩵🧜🏽‍♀️"
Google,5,It was rather fun! makes me wanna make a trip to the Bohamas! Can't wait for Lilo and Stitch next
TheSound2Jam1,4,Very Surprised! Bailey is perfection
Linds,5,Perfect couldnt have asked flr better
Angela R,5,"The movie was FABULOUS!! The music, the actors, the colors... AMAZING!! And I still cried at the end."
Jesse,5,Absolute beautiful film! 10 out of 10
Chocolateifj,4,A lovely representation of many talented people of all shades and shapes blended together. The vocals were perfect! I enjoyed this movie much more than I thought I would. Very nice!
Ariel,5,Amazing. i’m really speechless
Michael M,5,"This is one of the better live-action Disney films, which had the original songs and a couple new ones that didn't suck. You can tell having Lyn co-produce helped the whole ensemble come together magically."
Kell,5,I loved it.  The storyline is a little more in depth from its original and has a great plot and definition to meanings. Seeing it in 3D was awesome!
Amy,5,just incredible!  It honored the original film and filled in gaps.  I really fun experience.  Beautiful art and colors.  True art.  Well done!!
J,5,Brilliant adaptation of a classic
addya,5,It was AMAZING. Halle had me in awe the whole time
scuddlebutt,2,"No, It’s not the best live action Disney movie (Aladdin/Jungle Book), but that isn’t a total bummer. Halle is incredible and her voice alone will send chills down your fins. Supporting characters were wonderful and funny as the movie went by. The movie follows the formula of the original while adding some songs and story twists but to the core it’s the Little Mermaid you know and Love. The visuals and Prince Eric’s solo new song was painful. And it just doesn’t sweep you off your feet with it’s emotional ending, but the family enjoyed it as did the theater, who irrupted in applause."
b,2,"The volume was really low the first half of the movie, had to tell a worker twice if they can put the volume up!"
Miss rae,3,"I loved this movie but even before she lost her voice, ariels lines seemed limited. The magical aspect of the movie felt absent. However, the actress for ursela tryly brought the movie to life, she did an amazing job! most of songs did feel a little awkward but great nonetheless"
Google,5,It was 10/10. Loved every bit of it.
Gina,5,INCREDIBLE ! They did such an amazing job . Each character was cast so perfectly . My kids and i loved it so much !
Lisa,5,Loved it. Really lived out my inner child !
Biscuit Farfan,4,"8/10. Aside from Ariel’s performance and songs. It was okay. The new songs in the movie, we’re actually great too!"
Tamika Hartsfield,5,"My two daughters my daughter in law , my grandson and granddaughter enjoyed Lil Mermaid Halle did an Awesome Job playing the role as Airreal. I give it a thumbs up!!👍🏽❤️"
Paris S.,5,"So good! The story really doesnt stray too far from the original. Theres only one song missing that the original had that is not in this movie and it wasnt a big deal. It was great, would definitely watch again."
Tiffany G,5,Bravo Disney! Halle was amazing!! Loved it!!!
Ashley Lauren Miller,5,"I liked the way they stuck to the original script with some little extra touches here and there and the new songs that werent in the original too! It was an instant classic for us! We will be buying it without a doubt! 
Halle Bailey is Ariel!!!!!!"
Amber,5,The graphics were AMAZING!! This was so so good!!
samantha,5,Halle was a PERFECT Ariel!  Her voice is stunning and her acting fits the role of a Disney princess wonderfully
Robert,5,Phenomenal! Halle IS the Little Mermaid! Melissa was AMAZING as Ursula! Can’t wait to see it again!
Mikayla,4,I actually enjoyed this reimagining more than I thought I would.
K,5,Loved Halles performance!
T,5,Second time seeing and will be going a third time. This movie is tooooo good
Doris,5,"Excellent !! Cast, colors, special effects. DEFINITELY A MUST SEE!!!!!  LOVED IT"
Liz,5,Enjoyed the cinematography and the creative choices made. Enjoyed the 3+ new songs that were included in the film.
Oziyah,5,JUST BREATH TAKING AND MAGICAL😭😭😭
Jaime,5,Must see for any Little Mermaid fan. Loved it!!!
Azalea,5,Best movie ever I cried so much! Will be re watching
Jennifer,5,"WOOW. soundtrack is amazing dont want to spoil it but wether youve watched the animated or not . You have to watch this, especially if you can appreciate the little mermaid and disney movies in general."
Cassius,5,Great film!!! Halle did such and amazingly beautiful job!! The whole cast matter of fact! Great great production
Ashley T,5,"THE MOVIE WAS AMAZING!! THE GRAPHICS, THE TALENT, HALLE IS A STAR!!!!! THIS MOVIE IS A MUST SEE !!!"
Val,5,BEST MOVIE OF 2023! I love how they developed the story from the original movie and the chemistry between Ariel and Eric was elite! 😍😍😍 The Little Mermaid II: Return to the Sea in theaters next year 🤞
Mikalia B,5,"When I was a little girl I was ENAMORED with The Little Mermaid. She was the best singer, and that naturally drew me to her in addition to her adventurous spirit. My room was covered in Ariel from sheets, decals, comforter, poster and of course the Ariel sized pillow. This new adaptation does MORE than pay homage to the first. It is spectacular in every way. Ive never gone out of my way to rate a movie but I had to for this one. I have a few minor passing things but overall I loved it. Halle SHINES as Ariel Im every way. I loved almost all of the the new song adaptations (except one)  and thoroughly enjoyed the sounds of the Caribbean throughout. My childhood self is beaming ear to ear. I definitely choked back my tears at the end. And it brings me a little extra joy to know Ariel now looks like me."
Michael B,5,Absolutely loved this movie. The original was my favorite movie growing up and this brought back many great memories. Halle is amazing and her voice is the BEST.
